loss,mae
100.44456481933594,7.348806381225586
44.83932113647461,5.091983795166016
17.810026168823242,3.2819697856903076
17.120771408081055,3.0268921852111816
13.986374855041504,2.585134267807007
14.804341316223145,2.661153793334961
13.048857688903809,2.400841236114502
10.146682739257812,2.1379401683807373
12.375175476074219,2.3973166942596436
11.35171890258789,2.368936777114868
11.010822296142578,2.3261358737945557
9.559198379516602,2.1065564155578613
9.53113842010498,2.163238763809204
9.221121788024902,2.1974070072174072
8.917461395263672,2.102370500564575
8.090614318847656,1.9351571798324585
7.676347732543945,1.8555188179016113
7.341451168060303,1.8626694679260254
6.725620746612549,1.8216525316238403
6.3245720863342285,1.6295006275177002
5.9798054695129395,1.655081033706665
5.245375633239746,1.620161533355713
5.093517780303955,1.5535799264907837
4.9569172859191895,1.500015139579773
4.554610252380371,1.458701729774475
4.177041530609131,1.4371579885482788
3.6683778762817383,1.3003381490707397
3.4052958488464355,1.2997496128082275
3.2860207557678223,1.258562684059143
2.941040515899658,1.2452912330627441
2.6759989261627197,1.160446286201477
2.340768575668335,1.125969409942627
2.114962100982666,1.0353968143463135
1.8804402351379395,1.0412676334381104
1.7053319215774536,0.9488723278045654
1.5068200826644897,0.8705136179924011
1.3209829330444336,0.8790767788887024
1.1984543800354004,0.7934346795082092
1.0698707103729248,0.7975874543190002
0.8790372610092163,0.6989776492118835
0.7113850116729736,0.6057833433151245
0.7233496904373169,0.6529843211174011
0.628537654876709,0.623173713684082
0.4744986295700073,0.5160260796546936
0.4961199164390564,0.5559196472167969
0.41942036151885986,0.501997709274292
0.3990260064601898,0.503545880317688
0.35866779088974,0.48535770177841187
0.3126484751701355,0.43412166833877563
0.2725231349468231,0.40836602449417114
0.2807992696762085,0.3974200487136841
0.25190261006355286,0.3779129385948181
0.2537330389022827,0.36964163184165955
0.2214205265045166,0.3818702697753906
0.20253580808639526,0.35136038064956665
0.17323444783687592,0.33715492486953735
0.17650124430656433,0.34562650322914124
0.17761768400669098,0.3263298273086548
0.1668129861354828,0.32182514667510986
0.16515296697616577,0.3059160113334656
0.15905624628067017,0.31475740671157837
0.15156234800815582,0.3074098527431488
0.14409859478473663,0.31172797083854675
0.14730244874954224,0.31898751854896545
0.15617872774600983,0.3158983588218689
0.15062907338142395,0.30940771102905273
0.14036737382411957,0.2863675653934479
0.1299673318862915,0.29422882199287415
0.15758423507213593,0.3239508271217346
0.14396969974040985,0.29897341132164
0.11799126118421555,0.27734947204589844
0.14118941128253937,0.3006121814250946
0.09575775265693665,0.25114524364471436
0.12461768090724945,0.29193344712257385
0.12900008261203766,0.30038487911224365
0.1252480298280716,0.28239351511001587
0.11613699048757553,0.277438759803772
0.1212950274348259,0.26561152935028076
0.12421916425228119,0.3009447753429413
0.12144730985164642,0.29501575231552124
0.10719899088144302,0.2679668664932251
0.11363092064857483,0.2737888991832733
0.10567790269851685,0.26586899161338806
0.1146746352314949,0.26938164234161377
0.12851233780384064,0.27804434299468994
0.11315546929836273,0.2939411997795105
0.09859266877174377,0.2557850778102875
0.12248744070529938,0.27051156759262085
0.12098349630832672,0.28578680753707886
0.11003689467906952,0.2614566683769226
0.09496887773275375,0.24604879319667816
0.09639264643192291,0.24849854409694672
0.10337372124195099,0.24530352652072906
0.09577509760856628,0.23835454881191254
0.10713497549295425,0.2798401415348053
0.11370286345481873,0.262069970369339
0.10046419501304626,0.2535065710544586
0.11295449733734131,0.2698024809360504
0.11414647102355957,0.27748826146125793
0.12034360319375992,0.2829209864139557
0.08638010919094086,0.23354366421699524
0.10788150876760483,0.25775957107543945
0.09894976764917374,0.27034759521484375
0.10127293318510056,0.26644548773765564
0.12338617444038391,0.290126234292984
0.0878162682056427,0.23606747388839722
0.11184362322092056,0.261351615190506
0.1093015968799591,0.2439897358417511
0.10084107518196106,0.24122445285320282
0.122517891228199,0.27801012992858887
0.12112568318843842,0.26381102204322815
0.090062215924263,0.23255613446235657
0.1228087991476059,0.26534512639045715
0.1050514280796051,0.263272762298584
0.10063153505325317,0.2631712257862091
0.09567613899707794,0.2365465760231018
0.09058041125535965,0.23707543313503265
0.10237821936607361,0.25628742575645447
0.10225328803062439,0.26269346475601196
0.1031789481639862,0.26070040464401245
0.07697778195142746,0.21999923884868622
0.09603419154882431,0.23986536264419556
0.08511939644813538,0.24650028347969055
0.09956610947847366,0.24219462275505066
0.10568032413721085,0.2615308165550232
0.10237543284893036,0.23783598840236664
0.09063700586557388,0.23792144656181335
0.07603932172060013,0.217103973031044
0.07826152443885803,0.22938887774944305
0.10166215896606445,0.2575375437736511
0.07941577583551407,0.23564712703227997
0.08405011147260666,0.2286967933177948
0.09654851257801056,0.24216583371162415
0.06714025139808655,0.20462563633918762
0.09896926581859589,0.24301940202713013
0.0982196033000946,0.2294812947511673
0.11224733293056488,0.2536110281944275
0.0770968496799469,0.20578129589557648
0.09714272618293762,0.24410884082317352
0.09224642813205719,0.23460857570171356
0.08881731331348419,0.23793350160121918
0.0770091861486435,0.21280574798583984
0.07934534549713135,0.22300368547439575
0.09975716471672058,0.25177937746047974
0.07271714508533478,0.2136644572019577
0.08965642750263214,0.2395172417163849
0.09087260812520981,0.23027944564819336
0.07413741201162338,0.2153799682855606
0.07010793685913086,0.21732531487941742
0.07980701327323914,0.21371756494045258
0.08061810582876205,0.21789473295211792
0.07256550341844559,0.20636457204818726
0.1073049008846283,0.23172296583652496
0.08421780169010162,0.2158905267715454
0.07596120983362198,0.21908214688301086
0.07920416444540024,0.21918897330760956
0.07021643221378326,0.2049558162689209
0.06576354056596756,0.19816742837429047
0.08139533549547195,0.20463041961193085
0.06918992847204208,0.19613920152187347
0.07774992287158966,0.2232939451932907
0.0929613932967186,0.2325783371925354
0.0751948356628418,0.21537436544895172
0.0781564712524414,0.1923755258321762
0.0883164033293724,0.22790996730327606
0.078301340341568,0.22002869844436646
0.08238022774457932,0.22150489687919617
0.08193362504243851,0.21923808753490448
0.0746709331870079,0.20493263006210327
0.08025350421667099,0.2224346250295639
0.09386317431926727,0.20634564757347107
0.06927786767482758,0.18667246401309967
0.06676620244979858,0.19506758451461792
0.0887199267745018,0.2209428995847702
0.06547597050666809,0.19344565272331238
0.08352486789226532,0.2094341665506363
0.07895585894584656,0.20875822007656097
0.07210049033164978,0.19685538113117218
0.06955340504646301,0.18966954946517944
0.07431243360042572,0.19751255214214325
0.0620981864631176,0.18843106925487518
0.06337963789701462,0.18608854711055756
0.0755634531378746,0.2053866982460022
0.07449404150247574,0.20973944664001465
0.07483479380607605,0.20945237576961517
0.08797404170036316,0.2132265567779541
0.06163976714015007,0.19338957965373993
0.09253724664449692,0.21580691635608673
0.07340630888938904,0.20187954604625702
0.049462854862213135,0.1702258586883545
0.052242107689380646,0.17871636152267456
0.08154519647359848,0.2176731675863266
0.07719457894563675,0.20358332991600037
0.0730459988117218,0.20766891539096832
0.054569050669670105,0.18008285760879517
0.07834579795598984,0.21099254488945007
0.06944719702005386,0.1901276707649231
0.060753993690013885,0.18180520832538605
0.07415041327476501,0.20483018457889557
0.07945516705513,0.20481310784816742
0.04980495944619179,0.16290704905986786
0.07534811645746231,0.19349120557308197
0.06140909716486931,0.17644163966178894
0.08463316410779953,0.21305066347122192
0.08584313839673996,0.21494807302951813
0.0655473843216896,0.19319258630275726
0.06424880772829056,0.1948583424091339
0.05737024545669556,0.17097970843315125
0.060743317008018494,0.17262928187847137
0.07351929694414139,0.2124744951725006
0.06883633881807327,0.19556266069412231
0.06048493832349777,0.18624642491340637
0.0544237457215786,0.16043299436569214
0.06790074706077576,0.18769463896751404
0.06797817349433899,0.1807565689086914
0.07333546131849289,0.20060457289218903
0.07084246724843979,0.191037118434906
0.05586424097418785,0.16046851873397827
0.050692539662122726,0.18058156967163086
0.059950344264507294,0.1782326102256775
0.06119462475180626,0.1820254772901535
0.06283017992973328,0.19044755399227142
0.06689009815454483,0.190329447388649
0.05502469092607498,0.16502197086811066
0.08308479189872742,0.2065631002187729
0.0819006934762001,0.2024795413017273
0.05642463266849518,0.16829411685466766
0.07045051455497742,0.18693050742149353
0.0672324001789093,0.18505361676216125
0.0612691193819046,0.1912950873374939
0.07620975375175476,0.2166648507118225
0.07937067002058029,0.20659956336021423
0.05593373253941536,0.17193199694156647
0.06394768506288528,0.18367692828178406
0.0715084969997406,0.20546169579029083
0.060513243079185486,0.17910875380039215
0.06736350804567337,0.1838969886302948
0.06676669418811798,0.17039315402507782
0.05151432007551193,0.1661115288734436
0.05656389519572258,0.1684156060218811
0.061958279460668564,0.17787860333919525
0.06717468798160553,0.18218547105789185
0.07332054525613785,0.18548977375030518
0.055033717304468155,0.19229722023010254
0.060775093734264374,0.1749444156885147
0.06663382053375244,0.18338336050510406
0.05946724861860275,0.18071633577346802
0.04523669183254242,0.1592199057340622
0.06725785881280899,0.18947823345661163
0.06782039999961853,0.18768303096294403
0.050590403378009796,0.17573098838329315
0.07032671570777893,0.18521401286125183
0.05373540148139,0.16448917984962463
0.05193854123353958,0.18428897857666016
0.06107676029205322,0.17675942182540894
0.05472087115049362,0.1710592657327652
0.06896612793207169,0.1942628026008606
0.0706341564655304,0.20578497648239136
0.05959095433354378,0.17884188890457153
0.05045623332262039,0.16768071055412292
0.05961110070347786,0.17651289701461792
0.08224217593669891,0.2031349539756775
0.05613891780376434,0.18003296852111816
0.045473918318748474,0.15316496789455414
0.05988273397088051,0.1880394071340561
0.06291206181049347,0.17774131894111633
0.06432709097862244,0.1859365850687027
0.06144525110721588,0.17415855824947357
0.06761501729488373,0.1708010584115982
0.055436380207538605,0.15321189165115356
0.057290706783533096,0.18427740037441254
0.06539412587881088,0.19846592843532562
0.06312699615955353,0.1814330369234085
0.0681103765964508,0.1930750608444214
0.04271925985813141,0.16286715865135193
0.05632494390010834,0.17802926898002625
0.07304736971855164,0.18750984966754913
0.0831630527973175,0.19638165831565857
0.040784530341625214,0.15105292201042175
0.06442537903785706,0.16920137405395508
0.03551413118839264,0.14450402557849884
0.05282611399888992,0.18082478642463684
0.05113869160413742,0.1582542508840561
0.056820616126060486,0.1801525503396988
0.04914196580648422,0.15712754428386688
0.06522901356220245,0.18985675275325775
0.04876371845602989,0.1623666137456894
0.05045486241579056,0.1682528853416443
0.05055851861834526,0.1656973659992218
0.06043209135532379,0.17210552096366882
0.05824065953493118,0.1746336817741394
0.05355400592088699,0.1775757521390915
0.05928659439086914,0.20317789912223816
0.053894754499197006,0.172362819314003
0.047770772129297256,0.1654158979654312
0.04002892225980759,0.1503024846315384
0.05490584671497345,0.18253493309020996
0.053652193397283554,0.16976980865001678
0.056653041392564774,0.17852410674095154
0.06156472489237785,0.1618369072675705
0.06758914887905121,0.18603457510471344
0.052765775471925735,0.16029174625873566
0.04847675561904907,0.1661694049835205
0.05461730808019638,0.16220153868198395
0.05867667496204376,0.17419220507144928
0.05710078775882721,0.18337225914001465
0.056397780776023865,0.16744685173034668
0.06896276772022247,0.1854638010263443
0.04443962499499321,0.17110399901866913
0.045697152614593506,0.16749708354473114
0.06964178383350372,0.19420820474624634
0.04445989802479744,0.15736259520053864
0.05252160131931305,0.16428881883621216
0.0483638197183609,0.1619451642036438
0.055188342928886414,0.17454060912132263
0.045946765691041946,0.15627843141555786
0.053004149347543716,0.1756695955991745
0.055935874581336975,0.17570027709007263
0.05047261342406273,0.1653256118297577
0.06806318461894989,0.18917173147201538
0.053024906665086746,0.17216314375400543
0.055897459387779236,0.17775249481201172
0.04508429393172264,0.15294840931892395
0.06225282698869705,0.18317103385925293
0.05477629601955414,0.16327732801437378
0.05140780657529831,0.1688394844532013
0.05845346674323082,0.17455905675888062
0.046471260488033295,0.15170776844024658
0.060632213950157166,0.1765749454498291
0.0626768097281456,0.169688880443573
0.058016810566186905,0.16677430272102356
0.06425297260284424,0.1932273954153061
0.06076900288462639,0.18006740510463715
0.058191929012537,0.1829233467578888
0.07233467698097229,0.20389485359191895
0.046730153262615204,0.15563350915908813
0.05952323228120804,0.17903757095336914
0.05087767168879509,0.1697835922241211
0.049888476729393005,0.1647723913192749
0.052553433924913406,0.17600131034851074
0.06300035119056702,0.195387065410614
0.05881026014685631,0.19483262300491333
0.05176883935928345,0.16768401861190796
0.04635688662528992,0.15482045710086823
0.05576426535844803,0.17110969126224518
0.04251500964164734,0.1480156034231186
0.02910042181611061,0.13801227509975433
0.04476650059223175,0.15927675366401672
0.04523489624261856,0.1571636199951172
0.034627515822649,0.12710466980934143
0.046492449939250946,0.17060059309005737
0.05204226076602936,0.16389025747776031
0.048749666661024094,0.16653336584568024
0.04067223146557808,0.14300227165222168
0.04686233028769493,0.162190780043602
0.05516364797949791,0.18048888444900513
0.06960728764533997,0.1922895610332489
0.07297786325216293,0.18543872237205505
0.05691026896238327,0.17734163999557495
0.046142980456352234,0.1771271526813507
0.058652885258197784,0.15427350997924805
0.049172110855579376,0.1513247936964035
0.05683297663927078,0.17991293966770172
0.04326586425304413,0.14758576452732086
0.046992525458335876,0.15884168446063995
0.05578591302037239,0.16380296647548676
0.060140058398246765,0.17426685988903046
0.04728575050830841,0.15482854843139648
0.06208805739879608,0.17693296074867249
0.04923977330327034,0.15933319926261902
0.04078168421983719,0.16041463613510132
0.060738690197467804,0.17792046070098877
0.05512160807847977,0.1737731695175171
0.06336238235235214,0.17855435609817505
0.0326237790286541,0.1303868293762207
0.03169906884431839,0.13223017752170563
0.0461326465010643,0.15208472311496735
0.036222103983163834,0.1216336339712143
0.038880616426467896,0.14584442973136902
0.05250944197177887,0.15933670103549957
0.03203084319829941,0.14449217915534973
0.04761496186256409,0.14380455017089844
0.059998154640197754,0.18485882878303528
0.04246814176440239,0.15528056025505066
0.055531084537506104,0.18249978125095367
0.053127553313970566,0.17207391560077667
0.05940370261669159,0.17889812588691711
0.061683058738708496,0.18249720335006714
0.05181272327899933,0.16773970425128937
0.062296364456415176,0.17859067022800446
0.048675425350666046,0.15029875934123993
0.065095454454422,0.18496929109096527
0.04693068936467171,0.17219166457653046
0.06381735950708389,0.18307849764823914
0.045242682099342346,0.1531701683998108
0.05081314221024513,0.1710110753774643
0.04175282269716263,0.14867228269577026
0.0419161319732666,0.14927805960178375
0.05178966745734215,0.1673472672700882
0.053019504994153976,0.16280825436115265
0.06773386895656586,0.19408529996871948
0.05730051547288895,0.17788179218769073
0.05496672913432121,0.18819931149482727
0.049615371972322464,0.16442802548408508
0.049034327268600464,0.1693364828824997
0.0415908582508564,0.14802667498588562
0.05393722280859947,0.16399860382080078
0.05140356719493866,0.18367049098014832
0.0452716089785099,0.15734630823135376
0.05222049728035927,0.17767629027366638
0.054000869393348694,0.16532206535339355
0.05565071105957031,0.18134447932243347
0.04188774153590202,0.15601041913032532
0.05314183607697487,0.17167533934116364
0.05246694013476372,0.16643622517585754
0.037069253623485565,0.14273834228515625
0.04449329152703285,0.15499624609947205
0.04759378731250763,0.16197267174720764
0.03033311851322651,0.13731257617473602
0.0469137579202652,0.1585039645433426
0.03754608333110809,0.1601622998714447
0.0360393188893795,0.15027958154678345
0.039989396929740906,0.15900664031505585
0.03475674241781235,0.14984212815761566
0.06511682271957397,0.18693983554840088
0.0434466153383255,0.16038399934768677
0.05218610167503357,0.1660168319940567
0.03394702821969986,0.13703756034374237
0.048385098576545715,0.16110211610794067
0.03614616021513939,0.14517450332641602
0.03953786566853523,0.14950457215309143
0.03566672280430794,0.14519086480140686
0.036164090037345886,0.145431786775589
0.03935371711850166,0.13637378811836243
0.05030437186360359,0.15080195665359497
0.04391311854124069,0.14455167949199677
0.04869097098708153,0.16645939648151398
0.03809679299592972,0.13744419813156128
0.03465871512889862,0.1351740062236786
0.04687109962105751,0.15851575136184692
0.049562856554985046,0.14966024458408356
0.038852665573358536,0.1562928557395935
0.05386649817228317,0.17809808254241943
0.046960338950157166,0.14932562410831451
0.05170010030269623,0.1628129929304123
0.05065564438700676,0.1619357317686081
0.0393252819776535,0.1420445293188095
0.051661789417266846,0.16826850175857544
0.038403499871492386,0.14288410544395447
0.042542628943920135,0.1487468034029007
0.038920726627111435,0.13241782784461975
0.049392178654670715,0.16967248916625977
0.05368949472904205,0.18463586270809174
0.04429301247000694,0.15400153398513794
0.04405602812767029,0.1476973295211792
0.04028089717030525,0.153310164809227
0.05922926217317581,0.19329242408275604
0.03734533116221428,0.13329598307609558
0.05443238839507103,0.17152275145053864
0.04289988800883293,0.15396708250045776
0.026619914919137955,0.10969604551792145
0.043870195746421814,0.16400198638439178
0.03649185597896576,0.12832552194595337
0.04883161187171936,0.1695595383644104
0.03581453114748001,0.12934857606887817
0.04647831246256828,0.1613575518131256
0.03325238823890686,0.12968257069587708
0.049512024968862534,0.1616697609424591
0.043363768607378006,0.15817278623580933
0.034063681960105896,0.1344553828239441
0.04505085200071335,0.15199843049049377
0.032957740128040314,0.1335759460926056
0.04079250991344452,0.15536075830459595
0.05196717754006386,0.16811761260032654
0.0414116196334362,0.1540158987045288
0.044044092297554016,0.15368877351284027
0.04581219330430031,0.1663627028465271
0.042724620550870895,0.1587693691253662
0.03684400022029877,0.14764581620693207
0.035699523985385895,0.1373027116060257
0.03065204620361328,0.12526825070381165
0.034328024834394455,0.13411974906921387
0.046656955033540726,0.15180158615112305
0.050052717328071594,0.16987162828445435
0.041193023324012756,0.138652503490448
0.050171803683042526,0.1578177958726883
0.0520288348197937,0.17285913228988647
0.039079345762729645,0.15087710320949554
0.03323020040988922,0.1352388858795166
0.04564845189452171,0.16091230511665344
0.03974637761712074,0.15124531090259552
0.03775728493928909,0.15727880597114563
0.047840531915426254,0.1511601209640503
0.04907377064228058,0.1772891879081726
0.04506472870707512,0.16587387025356293
0.04668449983000755,0.15597902238368988
0.03535834699869156,0.14362242817878723
0.05005044862627983,0.16666744649410248
0.053346361964941025,0.1685105711221695
0.04131948575377464,0.14973562955856323
